info,year,title
"{'actors': ['Julia Roberts', 'Jamie Foxx', 'Anne Hathaway'], 'release_date': '2010-02-08T00:00:00Z', 'plot': ""Intertwining couples and singles in Los Angeles break-up and make-up based on the pressures and expectations of Valentine's Day."", 'genres': ['Comedy', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTk3MTIwNDIxNF5BMl5BanBnXkFtZTcwMDMyMzcwMw@@._V1_SX400_.jpg', 'directors': ['Garry Marshall'], 'rating': Decimal('5.6'), 'rank': Decimal('709'), 'running_time_secs': Decimal('7500')}",2010,Valentine's Day
"{'actors': ['Jenn Proske', 'Matt Lanter', 'Diedrich Bader'], 'release_date': '2010-08-18T00:00:00Z', 'plot': 'A spoof of vampire-themed movies, where teenager Becca finds herself torn between two boys. As she and her friends wrestle with a number of different dramas, everything comes to a head at their prom.', 'genres': ['Comedy'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTk2MDk0NDU4MF5BMl5BanBnXkFtZTcwNzAyODk2Mw@@._V1_SX400_.jpg', 'directors': ['Jason Friedberg', 'Aaron Seltzer'], 'rating': Decimal('3.3'), 'rank': Decimal('3175'), 'running_time_secs': Decimal('4920')}",2010,Vampires Suck
"{'actors': ['Hayden Christensen', 'Thandie Newton', 'John Leguizamo'], 'release_date': '2010-09-12T00:00:00Z', 'plot': 'The population of Detroit has almost completely disappeared, but a few remain. As daylight disappears they realize that the Dark is coming for them.', 'genres': ['Horror', 'Mystery', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTQxMTU4NDg5OF5BMl5BanBnXkFtZTcwMzU5OTcxNA@@._V1_SX400_.jpg', 'directors': ['Brad Anderson'], 'rating': Decimal('4.8'), 'rank': Decimal('4054'), 'running_time_secs': Decimal('5520')}",2010,Vanishing on 7th Street
"{'actors': ['Rachel Bilson', 'Tom Sturridge', 'Richard Jenkins'], 'release_date': '2010-02-10T00:00:00Z', 'plot': 'A Hollywood-set romantic tale of a guy who is content to live his life without a job yet with the love of his life, a young actress.', 'genres': ['Drama', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTMyNzg3MDE5MF5BMl5BanBnXkFtZTcwNjM4NTQyNA@@._V1_SX400_.jpg', 'directors': ['James Keach'], 'rating': Decimal('5.9'), 'rank': Decimal('2890'), 'running_time_secs': Decimal('5700')}",2010,Waiting for Forever
"{'actors': ['Shia LaBeouf', 'Michael Douglas', 'Carey Mulligan'], 'release_date': '2010-05-14T00:00:00Z', 'plot': 'Now out of prison but still disgraced by his peers, Gordon Gekko works his future son-in-law, an idealistic stock broker, when he sees an opportunity to take down a Wall Street enemy and rebuild his empire.', 'genres': ['Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTU5MDEzMzYwMF5BMl5BanBnXkFtZTcwNTcwMjUxMw@@._V1_SX400_.jpg', 'directors': ['Oliver Stone'], 'rating': Decimal('6.2'), 'rank': Decimal('1706'), 'running_time_secs': Decimal('7980')}",2010,Wall Street: Money Never Sleeps
"{'actors': ['James Gandolfini', 'Kristen Stewart', 'Melissa Leo'], 'release_date': '2010-01-23T00:00:00Z', 'plot': 'On a business trip to New Orleans, a damaged man seeks salvation by caring for a wayward young woman.', 'genres': ['Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTQzOTkxMTY3MV5BMl5BanBnXkFtZTcwNjMyMzk5Mw@@._V1_SX400_.jpg', 'directors': ['Jake Scott'], 'rating': Decimal('6.9'), 'rank': Decimal('3889'), 'running_time_secs': Decimal('6600')}",2010,Welcome to the Rileys
"{'actors': ['Kristen Bell', 'Josh Duhamel', 'Anjelica Huston'], 'release_date': '2010-01-29T00:00:00Z', 'plot': 'Beth is a young, ambitious New Yorker who is completely unlucky in love. However, on a whirlwind trip to Rome, she impulsively steals some coins from a reputed fountain of love, and is then aggressively pursued by a band of suitors.', 'genres': ['Comedy', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTM0OTQ3MjgzN15BMl5BanBnXkFtZTcwMjMyNzg3Mg@@._V1_SX400_.jpg', 'directors': ['Mark Steven Johnson'], 'rating': Decimal('5.2'), 'rank': Decimal('1419'), 'running_time_secs': Decimal('5460')}",2010,When in Rome
"{'actors': ['Janet Jackson', 'Tyler Perry', 'Jill Scott'], 'release_date': '2010-04-02T00:00:00Z', 'plot': 'Four couples find themselves struggling to save their marriages once again on their annual marriage retreat, while each of them battle through financial, physical, mental, and emotional issues.', 'genres': ['Comedy', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjIwMDc4MDgyMF5BMl5BanBnXkFtZTcwNjgxODkxMw@@._V1_SX400_.jpg', 'directors': ['Tyler Perry'], 'rating': Decimal('3.6'), 'rank': Decimal('4347'), 'running_time_secs': Decimal('7260')}",2010,Why Did I Get Married Too?
"{'actors': ['Jennifer Lawrence', 'John Hawkes', 'Garret Dillahunt'], 'release_date': '2010-01-21T00:00:00Z', 'plot': 'An unflinching Ozark Mountain girl hacks through dangerous social terrain as she hunts down her drug-dealing father while trying to keep her family intact.', 'genres': ['Drama'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjA0OTM3MDMxNF5BMl5BanBnXkFtZTcwMDY1MjI0Mw@@._V1_SX400_.jpg', 'directors': ['Debra Granik'], 'rating': Decimal('7.2'), 'rank': Decimal('750'), 'running_time_secs': Decimal('6000')}",2010,Winter's Bone
"{'actors': ['Eva Green', 'Matt Smith', 'Lesley Manville'], 'release_date': '2010-07-15T00:00:00Z', 'plot': ""A woman's consuming love forces her to bear the clone of her dead beloved. From his infancy to manhood, she faces the unavoidable complexities of her controversial decision."", 'genres': ['Drama', 'Romance', 'Sci-Fi'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjE5ODcwOTQ5Nl5BMl5BanBnXkFtZTcwNzk5ODk0Nw@@._V1_SX400_.jpg', 'directors': ['Benedek Fliegauf'], 'rating': Decimal('6.2'), 'rank': Decimal('3018'), 'running_time_secs': Decimal('6660')}",2010,Womb
"{'actors': ['Adrien Brody', 'Caroline Dhavernas', 'Ryan Robbins'], 'release_date': '2010-10-15T00:00:00Z', 'plot': 'A man trapped in a car wreck at the bottom of a ravine must overcome incredible odds to survive.', 'genres': ['Adventure', 'Drama', 'Mystery', 'Thriller'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjE1MTc5NjQxMV5BMl5BanBnXkFtZTcwODIwNDc3NA@@._V1_SX400_.jpg', 'directors': ['Michael Greenspan'], 'rating': Decimal('5.1'), 'rank': Decimal('4327'), 'running_time_secs': Decimal('5460')}",2010,Wrecked
"{'actors': ['Donnie Yen', 'Xiaoming Huang', 'Sammo Hung Kam-Bo'], 'release_date': '2010-04-29T00:00:00Z', 'plot': ""Centering on Ip Man's migration to Hong Kong in 1949 as he attempts to propagate his discipline of Wing Chun martial arts."", 'genres': ['Action', 'Biography', 'Drama', 'History', 'Sport'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTM2MjY1NzMxOF5BMl5BanBnXkFtZTcwNzQ1NTcxNA@@._V1_SX400_.jpg', 'directors': ['Wilson Yip'], 'rating': Decimal('7.5'), 'rank': Decimal('2865'), 'running_time_secs': Decimal('6480')}",2010,Yip Man 2
"{'actors': ['Yu-Hang To', 'Huang Yi', 'Biao Yuen'], 'release_date': '2010-06-24T00:00:00Z', 'plot': ""Yip Man's resistance against invading foreigners, along with his romantic relations while under the tutelage of three Wing Chun masters."", 'genres': ['Action', 'Biography', 'Drama', 'History', 'Sport'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMjA2ODgyMjE1MF5BMl5BanBnXkFtZTcwMzE3MDU3Ng@@._V1_SX400_.jpg', 'directors': ['Herman Yau'], 'rating': Decimal('7'), 'rank': Decimal('4118'), 'running_time_secs': Decimal('6000')}",2010,Yip Man chinchyun
"{'actors': ['Dan Aykroyd', 'Justin Timberlake', 'Anna Faris'], 'release_date': '2010-12-11T00:00:00Z', 'plot': 'A documentary filmmaker travels to Jellystone Park to shoot a project and soon crosses paths with Yogi Bear, his sidekick Boo-Boo, and Ranger Smith.', 'genres': ['Animation', 'Adventure', 'Comedy', 'Family'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTczMjU1NTQ0M15BMl5BanBnXkFtZTcwMjIxMTA3Mw@@._V1_SX400_.jpg', 'directors': ['Eric Brevig'], 'rating': Decimal('4.3'), 'rank': Decimal('4532'), 'running_time_secs': Decimal('4800')}",2010,Yogi Bear
"{'actors': ['Kristen Bell', 'Odette Annable', 'Sigourney Weaver'], 'release_date': '2010-09-23T00:00:00Z', 'plot': ""When a young woman realizes her brother is about to marry the girl who bullied her in high school, she sets out to expose the fiancee's true colors."", 'genres': ['Comedy', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTM5MzkyMDY0MV5BMl5BanBnXkFtZTcwNDkxNDc1Mw@@._V1_SX400_.jpg', 'directors': ['Andy Fickman'], 'rating': Decimal('5.6'), 'rank': Decimal('1127'), 'running_time_secs': Decimal('6300')}",2010,You Again
"{'actors': ['Anthony Hopkins', 'Naomi Watts', 'Josh Brolin'], 'release_date': '2010-05-15T00:00:00Z', 'genres': ['Comedy', 'Drama', 'Romance'], 'image_url': 'http://ia.media-imdb.com/images/M/MV5BMTkzOTI3MTE0OF5BMl5BanBnXkFtZTcwOTg3NDI3Mw@@._V1_SX400_.jpg', 'directors': ['Woody Allen'], 'rating': Decimal('6.2'), 'rank': Decimal('2499'), 'running_time_secs': Decimal('5880')}",2010,You Will Meet a Tall Dark Stranger
